fault_severity,location,log_feature,volume,event_type
2,775,213,18,5
2,825,212,4,1
2,786,74,5,5
2,86,74,8,5
2,566,74,9,5
2,739,74,3,5
2,911,74,11,5
2,19,74,4,5
2,775,213,33,5
2,569,74,9,5
2,606,127,5,30
2,19,211,2,5
2,8,213,25,5
2,86,213,21,5
2,659,74,12,5
2,614,213,4,5
2,8,211,2,5
2,659,204,1,5
2,8,72,1,5
2,19,213,10,5
2,836,172,5,29
2,659,204,1,5
2,764,72,2,1
2,836,127,3,28
2,786,213,9,5
2,566,74,9,5
2,566,74,12,5
2,605,172,3,30
2,925,64,2,5
2,600,120,7,28
2,786,74,5,5
2,911,74,11,5
2,764,211,2,1
2,600,120,4,28
2,101,72,1,5
2,775,74,9,5
2,786,213,14,5
2,752,213,14,5
2,569,213,10,5
2,764,211,2,1
2,834,126,1,29
2,108,213,2,5
2,600,120,9,30
2,51,74,4,5
2,12,204,6,1
2,775,213,36,5
2,108,202,13,1
2,709,213,8,5
2,572,189,1,1
2,569,74,5,5
2,19,211,2,5
2,579,213,4,5
2,739,74,6,5
2,659,213,14,5
2,8,72,1,5
2,42,213,8,5
2,569,74,5,5
2,739,213,16,5
2,836,127,3,28
2,644,202,2,5
2,86,74,5,5
2,569,74,5,5
2,605,172,3,30
2,644,202,2,5
2,775,74,8,5
2,14,48,3,3
2,89,189,1,1
2,86,213,16,5
2,787,74,10,5
2,101,202,1,1
2,600,120,4,28
2,696,153,1,1
2,8,72,1,5
2,752,213,14,5
2,566,74,12,5
2,775,74,8,5
2,836,127,3,28
2,19,74,4,5
2,787,213,18,5
2,659,74,12,5
2,108,64,5,5
2,75,74,11,5
2,108,213,2,5
2,579,213,4,5
2,764,211,2,1
2,42,213,8,5
2,644,202,2,5
2,786,213,9,5
2,898,74,4,5
2,572,189,1,1
2,686,202,1,1
2,775,74,6,5
2,42,74,6,5
2,644,202,1,5
2,739,213,14,5
2,925,64,2,5
2,8,72,1,5
2,8,213,24,5
2,48,203,6,1
2,709,213,8,5
2,569,213,11,5
2,752,199,2,5
2,752,202,2,5
2,48,203,6,1
2,786,74,5,5
2,644,202,1,5
2,101,202,1,1
2,775,74,8,5
2,644,202,1,5
2,19,74,4,5
2,709,66,1,5
2,644,202,1,5
2,659,213,14,5
2,764,211,2,1
2,739,74,3,5
2,75,74,5,5
2,709,213,8,5
2,787,213,18,5
2,108,202,13,1
2,19,213,10,5
2,605,172,3,30
2,8,213,8,5
2,911,213,6,5
2,659,74,11,5
2,764,74,4,1
2,86,213,19,5
2,764,74,4,1
2,42,74,7,5
2,634,190,4,1
2,686,202,1,1
2,42,213,14,5
2,786,74,5,5
2,836,172,5,29
2,696,153,1,1
2,659,213,14,5
2,786,74,5,5
2,42,74,7,5
2,739,213,16,5
2,42,213,10,5
2,786,213,14,5
2,86,74,8,5
2,787,213,8,5
2,659,213,14,5
2,659,74,12,5
2,86,213,8,5
2,686,64,6,1
2,775,213,36,5
2,108,202,13,1
2,60,72,1,5
2,752,202,2,5
2,108,64,5,5
2,75,74,11,5
2,110,199,3,3
2,775,74,8,5
2,108,202,5,1
2,8,213,25,5
2,739,213,28,5
2,572,189,1,1
2,659,74,8,5
2,786,213,19,5
2,569,74,10,5
2,787,213,18,5
2,600,120,5,30
2,101,72,1,5
2,42,74,7,5
2,614,213,12,5
2,101,213,51,1
2,659,74,12,5
2,644,202,1,5
2,600,120,5,30
2,101,72,1,5
2,825,212,4,1
2,569,213,10,5
2,600,120,9,30
2,8,72,1,5
2,606,127,5,30
2,600,120,9,30
2,60,72,1,5
2,86,213,10,5
2,8,211,2,5
2,752,202,2,5
2,659,74,12,5
2,569,74,7,5
2,786,213,9,5
2,925,64,2,5
2,75,74,9,5
2,572,189,1,1
2,600,120,4,28
2,787,213,18,5
2,659,213,14,5
2,892,214,2,1
2,911,74,10,5
2,659,74,11,5
2,600,120,4,28
2,75,213,12,5
2,569,74,5,5
2,857,189,3,1
2,42,213,10,5
2,696,115,2,3
2,569,74,6,5
2,898,74,7,5
2,659,213,14,5
2,89,189,1,1
2,569,74,4,5
2,848,212,4,1
2,51,213,4,5
2,569,213,20,5
2,925,64,1,5
2,108,202,13,1
2,579,213,4,5
2,569,74,5,5
2,911,74,10,5
2,752,202,2,5
2,8,213,25,5
2,579,213,4,5
2,752,202,2,5
2,739,213,28,5
2,775,74,6,5
2,911,74,11,5
2,75,74,11,5
2,19,213,10,5
2,787,213,10,5
2,644,202,1,5
2,898,74,4,5
2,75,74,9,5
2,108,202,5,1
2,911,213,6,5
2,60,72,1,5
2,848,212,4,1
2,739,213,14,5
2,566,74,12,5
2,569,213,11,5
2,739,74,6,5
2,86,74,5,5
2,569,213,20,5
2,110,199,3,3
2,775,74,7,1
2,600,120,4,28
2,569,74,9,5
2,644,74,4,5
2,752,202,2,5
2,606,127,5,30
2,739,74,9,5
2,569,213,11,5
2,51,211,1,5
2,86,74,8,5
2,696,115,2,3
2,19,213,10,5
2,775,74,6,5
2,659,213,14,5
2,892,214,2,1
2,898,74,4,5
2,925,211,2,5
2,569,74,9,5
2,8,211,2,5
2,572,189,1,1
2,110,199,3,3
2,569,74,5,5
2,686,202,3,1
2,834,126,1,29
2,600,120,9,30
2,60,72,1,5
2,600,120,9,30
2,42,74,7,5
2,51,213,4,5
2,752,202,2,5
2,42,213,14,5
2,51,211,1,5
2,8,213,25,5
2,569,74,5,5
2,747,188,1,1
2,101,202,1,1
2,786,74,6,5
2,48,203,6,1
2,659,74,12,5
2,838,120,1,29
2,775,74,9,5
2,86,213,19,5
2,644,202,1,5
2,86,213,8,5
2,752,213,14,5
2,752,202,2,5
2,898,74,4,5
2,86,213,16,5
2,787,213,10,5
2,569,74,7,5
2,86,213,16,5
2,739,213,14,5
2,51,213,4,5
2,911,74,11,5
2,764,211,2,1
2,775,74,6,5
2,600,120,7,28
2,925,64,2,5
2,86,74,8,5
2,892,214,2,1
2,747,188,1,1
2,605,172,3,30
2,569,74,4,5
2,787,74,10,5
2,857,189,3,1
2,925,64,2,5
2,739,213,28,5
2,634,190,4,1
2,848,212,4,1
2,860,213,4,5
2,775,74,6,5
2,925,64,1,5
2,659,213,14,5
2,600,120,5,30
2,569,213,22,5
2,824,189,5,1
2,911,74,10,5
2,644,202,1,5
2,644,74,4,5
2,60,72,1,5
2,634,190,4,1
2,86,213,10,5
2,605,172,3,30
2,108,211,1,5
2,739,213,28,5
2,752,199,2,5
2,775,213,18,5
2,752,199,2,5
2,600,120,7,28
2,911,74,6,5
2,764,74,4,1
2,569,74,5,5
2,108,211,1,5
2,925,211,2,5
2,108,211,1,5
2,108,64,5,5
2,108,202,5,1
2,739,74,6,5
2,659,213,14,5
2,8,72,1,5
2,8,72,1,5
2,566,74,9,5
2,86,213,20,5
2,764,202,2,5
2,19,213,10,5
2,644,74,4,5
2,19,213,10,5
2,86,213,19,5
2,892,214,2,1
2,775,74,8,5
2,775,74,8,5
2,48,203,6,1
2,75,213,12,5
2,925,64,2,5
2,86,74,5,5
2,600,120,9,30
2,775,74,6,5
2,8,211,2,5
2,898,74,4,5
2,75,213,12,5
2,108,64,5,5
2,925,211,2,5
2,787,74,10,5
2,42,213,10,5
2,787,74,10,5
2,19,211,2,5
2,48,203,6,1
2,764,211,2,1
2,786,213,9,5
2,925,64,1,5
2,752,199,2,5
2,569,213,11,5
2,14,48,3,3
2,86,74,8,5
2,709,66,1,5
2,42,213,14,5
2,51,211,1,5
2,569,74,7,5
2,825,212,4,1
2,600,120,9,30
2,8,213,8,5
2,764,202,1,5
2,569,213,10,5
2,75,74,9,5
2,656,201,4,1
2,764,74,4,1
2,600,120,9,30
2,644,202,1,5
2,110,199,3,3
2,8,213,25,5
2,739,74,9,5
2,605,172,3,30
2,19,213,10,5
2,42,74,7,5
2,75,213,12,5
2,686,202,1,1
2,659,204,1,5
2,786,213,9,5
2,836,127,3,28
2,14,48,3,3
2,42,213,10,5
2,739,213,28,5
2,86,74,8,5
2,569,213,10,5
2,569,213,20,5
2,86,213,20,5
2,838,120,1,29
2,786,74,6,5
2,60,72,1,5
2,569,74,4,5
2,569,213,22,5
2,86,213,10,5
2,86,213,21,5
2,825,212,4,1
2,739,213,28,5
2,86,213,8,5
2,569,213,22,5
2,108,202,13,1
2,659,202,1,5
2,786,74,5,5
2,659,204,1,5
2,848,212,4,1
2,8,72,1,5
2,659,202,1,5
2,911,74,10,5
2,656,201,4,1
2,19,211,2,5
2,656,201,4,1
2,42,213,10,5
2,775,74,6,5
2,787,213,10,5
2,739,213,28,5
2,569,213,22,5
2,686,202,3,1
2,709,66,1,5
2,644,74,4,5
2,834,126,1,29
2,644,202,1,5
2,75,74,11,5
2,8,72,1,5
2,747,188,1,1
2,86,213,20,5
2,569,74,7,5
2,600,120,9,30
2,600,120,9,30
2,659,74,8,5
2,686,202,1,1
2,108,202,13,1
2,925,50,1,1
2,86,213,10,5
2,19,211,2,5
2,644,74,4,5
2,600,120,7,28
2,786,213,19,5
2,600,120,9,30
2,108,202,13,1
2,787,213,10,5
2,19,213,10,5
2,579,213,4,5
2,925,211,2,5
2,108,211,1,5
2,752,202,2,5
2,659,74,11,5
2,86,74,8,5
2,86,74,5,5
2,108,64,5,5
2,786,213,9,5
2,569,74,5,5
2,75,74,11,5
2,775,74,8,5
2,12,204,6,1
2,8,72,1,5
2,101,213,48,1
2,911,74,10,5
2,764,202,1,5
2,8,213,24,5
2,75,74,11,5
2,572,189,1,1
2,42,74,6,5
2,86,74,8,5
2,42,213,10,5
2,101,213,48,1
2,606,127,5,30
2,787,213,18,5
2,19,213,10,5
2,614,213,4,5
2,75,74,9,5
2,787,213,8,5
2,898,74,7,5
2,787,213,8,5
2,110,199,3,3
2,659,213,14,5
2,42,213,8,5
2,644,74,4,5
2,51,211,1,5
2,659,74,11,5
2,764,202,2,5
2,569,74,5,5
2,786,213,14,5
2,911,74,6,5
2,8,213,8,5
2,605,172,3,30
2,42,213,10,5
2,569,74,8,5
2,739,74,9,5
2,8,72,1,5
2,86,74,5,5
2,108,64,5,5
2,110,199,3,3
2,75,74,5,5
2,739,74,6,5
2,644,202,1,5
2,825,212,4,1
2,775,213,33,5
2,569,74,5,5
2,775,74,8,5
2,775,213,18,5
2,569,74,7,5
2,86,213,21,5
2,569,74,8,5
2,656,201,4,1
2,787,213,18,5
2,764,202,1,5
2,739,213,28,5
2,786,213,14,5
2,764,202,2,5
2,786,213,9,5
2,42,74,7,5
2,752,202,2,5
2,686,64,6,1
2,86,74,8,5
2,569,74,5,5
2,86,213,10,5
2,569,213,10,5
2,75,213,12,5
2,644,202,1,5
2,775,213,36,5
2,569,213,10,5
2,42,74,7,5
2,606,127,5,30
2,764,202,1,5
2,911,74,11,5
2,48,203,6,1
2,614,213,12,5
2,42,74,7,5
2,892,214,2,1
2,659,74,11,5
2,42,213,14,5
2,8,211,2,5
2,101,213,48,1
2,14,48,3,3
2,836,172,5,29
2,752,202,2,5
2,752,199,2,5
2,752,202,2,5
2,600,120,9,30
2,51,211,1,5
2,709,213,6,5
2,764,202,2,5
2,101,202,1,1
2,925,64,2,5
2,8,74,4,5
2,775,74,7,1
2,606,127,5,30
2,600,120,5,30
2,659,74,12,5
2,86,213,21,5
2,51,211,1,5
2,911,74,6,5
2,659,204,1,5
2,659,74,8,5
2,898,74,4,5
2,569,213,20,5
2,86,74,5,5
2,644,202,1,5
2,600,120,4,28
2,634,190,4,1
2,775,74,7,1
2,19,213,10,5
2,569,213,20,5
2,786,213,9,5
2,898,74,7,5
2,86,213,21,5
2,60,72,1,5
2,644,74,4,5
2,686,202,3,1
2,739,74,9,5
2,764,74,4,1
2,739,74,9,5
2,696,153,1,1
2,614,213,12,5
2,775,74,6,5
2,775,74,8,5
2,42,74,7,5
2,8,72,1,5
2,786,74,7,5
2,764,211,2,1
2,659,64,1,1
2,659,74,9,5
2,86,213,20,5
2,600,120,5,30
2,925,64,2,5
2,659,202,1,5
2,752,213,14,5
2,51,213,4,5
2,606,127,5,30
2,752,202,2,5
2,892,214,2,1
2,42,74,6,5
2,752,213,14,5
2,19,211,2,5
2,42,74,7,5
2,833,166,3,28
2,8,213,8,5
2,911,74,6,5
2,775,74,9,5
2,569,74,6,5
2,752,202,2,5
2,739,74,9,5
2,739,213,16,5
2,569,74,8,5
2,739,213,14,5
2,764,202,2,5
2,108,202,5,1
2,696,153,1,1
2,19,211,2,5
2,75,213,12,5
2,786,74,5,5
2,659,213,14,5
2,75,74,11,5
2,925,211,2,5
2,42,74,7,5
2,644,202,2,5
2,569,213,22,5
2,42,74,7,5
2,659,213,14,5
2,836,127,6,28
2,569,74,7,5
2,696,115,2,3
2,857,189,3,1
2,569,74,6,5
2,579,213,4,5
2,833,166,3,28
2,14,48,3,3
2,838,120,1,29
2,659,204,1,5
2,12,204,6,1
2,911,74,6,5
2,605,172,3,30
2,752,213,14,5
2,19,213,10,5
2,659,74,11,5
2,8,213,25,5
2,739,213,28,5
2,824,189,5,1
2,86,213,8,5
2,8,213,8,5
2,911,213,6,5
2,787,213,8,5
2,786,213,9,5
2,836,127,6,28
2,51,74,4,5
2,925,64,2,5
2,775,213,18,5
2,825,212,4,1
2,12,204,6,1
2,775,213,33,5
2,764,72,2,1
2,834,126,1,29
2,110,199,3,3
2,634,190,4,1
2,19,74,4,5
2,659,213,14,5
2,834,126,1,29
2,752,202,1,5
2,634,190,4,1
2,569,74,9,5
2,898,74,7,5
2,786,74,8,5
2,101,72,1,5
2,775,74,9,5
2,911,74,11,5
2,925,50,1,1
2,86,213,8,5
2,86,74,5,5
2,764,202,1,5
2,108,202,13,1
2,752,213,14,5
2,566,74,12,5
2,739,213,14,5
2,606,127,5,30
2,600,120,9,30
2,86,213,19,5
2,86,213,16,5
2,572,189,1,1
2,101,213,51,1
2,569,74,5,5
2,659,64,1,1
2,739,74,6,5
2,739,213,28,5
2,42,213,14,5
2,686,64,6,1
2,75,74,5,5
2,644,202,1,5
2,569,74,5,5
2,786,213,5,5
2,686,202,3,1
2,51,74,4,5
2,42,213,8,5
2,752,199,2,5
2,86,74,5,5
2,659,74,8,5
2,739,213,28,5
2,860,213,4,5
2,786,213,5,5
2,786,213,9,5
2,911,74,11,5
2,566,74,9,5
2,75,74,5,5
2,786,74,5,5
2,86,213,21,5
2,764,211,2,1
2,696,153,1,1
2,775,213,18,5
2,786,74,6,5
2,775,213,18,5
2,775,74,6,5
2,752,202,2,5
2,566,74,12,5
2,659,204,1,5
2,836,127,3,28
2,569,74,10,5
2,752,202,1,5
2,659,202,1,5
2,569,74,4,5
2,600,120,9,30
2,605,172,3,30
2,775,74,6,5
2,659,74,12,5
2,775,74,9,5
2,644,202,1,5
2,8,213,24,5
2,42,74,6,5
2,739,74,3,5
2,569,74,10,5
2,42,213,10,5
2,569,213,20,5
2,739,74,9,5
2,75,74,5,5
2,644,202,2,5
2,892,214,2,1
2,824,189,5,1
2,786,213,9,5
2,775,213,18,5
2,600,120,9,30
2,659,74,9,5
2,775,74,9,5
2,787,213,8,5
2,19,213,10,5
2,75,74,11,5
2,101,213,51,1
2,86,213,8,5
2,786,213,9,5
2,8,213,24,5
2,836,127,6,28
2,709,213,6,5
2,752,202,1,5
2,42,213,10,5
2,833,166,3,28
2,108,202,5,1
2,824,189,5,1
2,696,115,2,3
2,605,172,3,30
2,605,172,3,30
2,752,202,1,5
2,569,74,7,5
2,696,115,2,3
2,605,172,3,30
2,108,211,1,5
2,42,213,10,5
2,606,127,5,30
2,48,203,6,1
2,75,74,9,5
2,569,74,5,5
2,898,74,4,5
2,644,202,1,5
2,569,74,4,5
2,739,213,14,5
2,857,189,3,1
2,569,74,7,5
2,75,74,9,5
2,824,189,5,1
2,925,64,2,5
2,739,74,9,5
2,51,213,4,5
2,569,74,9,5
2,108,64,5,5
2,12,204,6,1
2,614,213,4,5
2,19,74,4,5
2,569,213,10,5
2,42,213,14,5
2,925,64,2,5
2,911,74,6,5
2,75,74,5,5
2,19,213,10,5
2,825,212,4,1
2,600,120,9,30
2,775,213,18,5
2,86,74,5,5
2,686,202,1,1
2,836,127,3,28
2,656,201,4,1
2,836,172,5,29
2,787,213,8,5
2,911,213,6,5
2,696,153,1,1
2,634,190,4,1
2,764,211,2,1
2,739,213,28,5
2,747,188,1,1
2,752,199,2,5
2,110,199,3,3
2,739,74,6,5
2,569,74,5,5
2,786,213,14,5
2,836,172,5,29
2,42,213,14,5
2,925,50,1,1
2,686,202,3,1
2,911,213,6,5
2,775,74,7,1
2,739,213,16,5
2,696,153,1,1
2,860,213,4,5
2,600,120,9,30
2,752,202,2,5
2,12,204,6,1
2,569,74,8,5
2,775,213,33,5
2,75,74,9,5
2,659,74,9,5
2,600,120,5,30
2,51,213,4,5
2,833,166,3,28
2,86,74,5,5
2,569,74,5,5
2,836,127,3,28
2,752,202,1,5
2,775,74,6,5
2,836,172,5,29
2,911,74,6,5
2,614,213,4,5
2,60,72,1,5
2,600,120,9,30
2,686,202,1,1
2,775,74,9,5
2,787,213,18,5
2,709,213,8,5
2,696,115,2,3
2,566,74,12,5
2,86,213,19,5
2,86,213,16,5
2,569,213,11,5
